Date,O_Price_KRW,O_TR_KRW,AAPL_Price_KRW,AAPL_TR_KRW,005930.KS_Price_KRW,005930.KS_TR_KRW,S&P 500,KOSPI,Total_PR,Total_TR
2025-03-28,7862691.213795543,8971213.607332865,3171634.8084466904,3208765.636045147,2963953.515625,3114608.809769841,5580.93994140625,2557.97998046875,13998279.537867233,15294588.053147852
2025-03-31,8098586.946299113,9240367.125867924,3249836.522645876,3287882.8700135387,2845789.2578125,2990438.3609275883,5611.85009765625,2481.1201171875,14194212.72675749,15518688.35680905
2025-04-01,8029604.92503494,9206837.797023151,3271010.7804737985,3309305.018208549,2895024.21875,3042175.894015139,5633.06982421875,2521.389892578125,14195639.924258739,15558318.709246838
2025-04-02,8014539.338864386,9189563.421822336,3276833.9289148897,3315196.3391644177,2895024.21875,3042175.894015139,5670.97021484375,2505.860107421875,14186397.486529276,15546935.655001892
2025-04-03,7984717.188887298,9155369.000034345,2965919.8417402804,3000642.331864683,2835942.1875,2980090.772214049,5396.52001953125,2486.699951171875,13786579.218127578,15136102.104113078
2025-04-04,7636583.361904509,8756194.730987292,2720932.218453996,2752786.5999362012,2762089.453125,2902484.1647226145,5074.080078125,2465.419921875,13119605.033483505,14411465.495646108
2025-04-07,7368789.830945805,8449139.573772548,2635145.4813996702,2665995.544056986,2619307.6171875,2752444.8467165506,5062.25,2328.199951171875,12623242.929532975,13867579.964546084
2025-04-08,7333934.044505004,8409173.52624665,2523489.296958968,2553032.183101596,2634078.125,2767966.127166823,4982.77001953125,2334.22998046875,12491501.466463972,13730171.836515069
2025-04-09,7657228.385563474,8779866.553688204,2942345.5661034957,2976792.0684748013,2609460.546875,2742097.258003012,5456.89990234375,2293.699951171875,13209034.49854197,14498755.880166017
2025-04-10,7463328.178408742,8557538.335457088,2737637.5385742635,2769687.4918668526,2776859.9609375,2918005.445172887,5268.0498046875,2445.06005859375,12977825.677920505,14245231.272496829
2025-04-11,7653444.237309322,8775527.60557044,2864731.6896519065,2898269.5541629847,2717777.9296875,2855920.3233717964,5363.35986328125,2432.719970703125,13235953.856648728,14529717.48310522
2025-04-14,7621783.182618674,8739224.674387533,2861389.1825945675,2894887.9158497513,2767012.890625,2907657.8564593475,5405.97021484375,2455.889892578125,13250185.255838241,14541770.446696632
2025-04-15,7724028.787994944,8856460.667060444,2856764.554354381,2890209.1463593063,2786707.03125,2928353.0338864257,5396.6298828125,2477.409912109375,13367500.373599324,14675022.847306175
2025-04-16,7799438.167059235,8942925.932525063,2760241.6055582464,2792556.188218622,2693160.546875,2830051.659448057,5275.7001953125,2447.429931640625,13252840.319492482,14565533.780191742
2025-04-17,7872623.138619959,9026840.666640878,2773661.57031551,2806133.2626142497,2712854.296875,2850746.426394991,5282.7001953125,2470.409912109375,13359139.00581047,14683720.35565012
2025-04-18,7872623.138619959,9026840.666640878,2773661.57031551,2806133.2626142497,2722701.5625,2861094.2203486026,5282.7001953125,2483.419921875,13368986.27143547,14694068.14960373
2025-04-21,7824027.865048684,8971120.764397897,2719872.2341656685,2751714.206245076,2727624.8046875,2866267.706845264,5158.2001953125,2488.419921875,13271524.903901853,14589102.677488238
2025-04-22,7941012.7638455015,9105257.00123383,2827261.632751208,2860360.829412135,2707930.859375,2845572.734658258,5287.759765625,2486.639892578125,13476205.25597171,14811190.565304222
2025-04-23,7919234.778501559,9080286.111572439,2911494.629707746,2945579.955313836,2742395.5078125,2881789.1925356085,5375.85986328125,2525.56005859375,13573124.916021805,14907655.259421885
2025-04-24,7781345.863477513,8922181.088163909,2959395.2219100296,2994041.3272837615,2742395.5078125,2881789.1925356085,5484.77001953125,2522.330078125,13483136.593200043,14798011.60798328
2025-04-25,7765548.414109275,8904067.550163228,2979842.2594463825,3014727.741504858,2742395.5078125,2881789.1925356085,5525.2099609375,2546.300048828125,13487786.181368157,14800584.484203694
2025-04-28,7853207.946974365,9004578.983538413,3007361.0397981293,3042568.6885468676,2747318.9453125,2886962.884272342,5528.75,2548.860107421875,13607887.932084994,14934110.556357624
2025-04-29,7864309.922769759,9017308.637279654,3019561.7010885477,3054912.1848981683,2747318.9453125,2886962.884272342,5560.830078125,2565.419921875,13631190.569170807,14959183.706450164
2025-04-30,7904029.83653415,9062851.949404553,3028017.853645999,3063467.3349637566,2732548.4375,2871441.6038220697,5569.06005859375,2556.610107421875,13664596.127680149,14997760.88819038
2025-05-01,7805624.7572898865,8993933.481031803,3023963.879966736,3059365.900776943,2732548.4375,2871441.6038220697,5604.14013671875,2556.610107421875,13562137.074756622,14924740.985630816
2025-05-02,7838949.491543835,9032331.48919549,2934189.520975612,2968540.5392436655,2673466.2109375,2809356.2767809075,5686.669921875,2559.7900390625,13446605.223456947,14810228.305220064
2025-05-05,7638532.360597467,8801403.357208688,2770198.5833195597,2802629.733884812,2673466.2109375,2809356.2767809075,5650.3798828125,2559.7900390625,13082197.154854527,14413389.367874406
2025-05-06,7484818.867580872,8624288.907780774,2716422.4985156953,2748224.0839972077,2673466.2109375,2809356.2767809075,5606.91015625,2559.7900390625,12874707.577034067,14181869.26855889
2025-05-07,7480405.800323375,8619204.006239204,2686278.0885162205,2717726.7686481737,2688236.9140625,2824877.7624712517,5631.27978515625,2573.800048828125,12854920.802902095,14161808.537358629
